mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.10967659950256348,0.008376963952927082,0.010809564590454101,0.0010421210539486617,3,0.1,1,4,30,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 30}",0.8214285714285715,0.7551020408163266,0.7551020408163265,0.8571428571428571,0.8626373626373627,0.8102825745682889,0.047224836205196845,5503
0.09307260513305664,0.006310351090666997,0.014972591400146484,0.006533682334936042,3,0.1,1,4,32,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 32}",0.8061224489795918,0.7551020408163266,0.7959183673469388,0.8826530612244898,0.8626373626373627,0.820486656200942,0.04631721745085044,5325
0.12729854583740235,0.034163406340680644,0.029955244064331053,0.03537670710591597,3,0.1,1,4,34,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 34}",0.8010204081632654,0.7551020408163266,0.7908163265306123,0.8673469387755103,0.868131868131868,0.8164835164835165,0.04454264893184863,5410
0.149424409866333,0.07364913600820266,0.014672040939331055,0.0022071606675707657,3,0.1,1,4,36,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 36}",0.8061224489795918,0.7448979591836735,0.7959183673469388,0.846938775510204,0.8516483516483516,0.8091051805337519,0.038850117941582586,5529
0.16975388526916504,0.06039358933053616,0.014919090270996093,0.0006445644835303856,3,0.1,1,4,38,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 38}",0.8061224489795918,0.7397959183673469,0.7959183673469388,0.8367346938775511,0.8461538461538461,0.804945054945055,0.03751272573107856,5549
0.19187474250793457,0.032485166863691774,0.015485048294067383,0.002743840169423916,3,0.1,1,4,40,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 40}",0.8112244897959183,0.7448979591836735,0.7755102040816326,0.8520408163265306,0.8516483516483516,0.8070643642072213,0.04216217916827402,5541
0.16091694831848144,0.022851399538962938,0.012166690826416016,0.0017834783868518906,3,0.1,1,4,42,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 42}",0.8061224489795918,0.7602040816326531,0.7551020408163265,0.8673469387755103,0.8406593406593407,0.8058869701726843,0.04393753815425101,5545
0.14739608764648438,0.01968914143333174,0.011621809005737305,0.0007944004102820592,3,0.1,1,4,45,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 45}",0.8520408163265306,0.7704081632653063,0.7806122448979592,0.8928571428571429,0.8626373626373626,0.8317111459968602,0.047911820438690356,4780
0.1333587646484375,0.01692277685564056,0.012306022644042968,0.0016334584206334187,3,0.1,1,4,47,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 47}",0.8724489795918366,0.7397959183673469,0.7857142857142857,0.9030612244897959,0.8626373626373627,0.8327315541601255,0.060441293375633504,4694
0.13735265731811525,0.008367133927506995,0.01171126365661621,0.0009614947177521076,3,0.1,1,4,49,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 49}",0.8979591836734693,0.7244897959183674,0.7704081632653061,0.9030612244897959,0.8791208791208791,0.8350078492935635,0.0733858996444789,4518
0.1409301280975342,0.007550399841692758,0.012744665145874023,0.0005995205722043317,3,0.1,1,4,51,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 51}",0.9030612244897959,0.7295918367346939,0.7653061224489797,0.913265306122449,0.868131868131868,0.8358712715855573,0.07459199821372478,4414
0.14750728607177735,0.005997540602371193,0.012941265106201172,0.0011492440156987633,3,0.1,1,4,53,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 53}",0.9183673469387755,0.75,0.7806122448979592,0.913265306122449,0.8681318681318682,0.8460753532182104,0.06891009218461006,3481
0.14777216911315919,0.005074699254959877,0.012855958938598634,0.00225285643449366,3,0.1,1,4,55,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 55}",0.9030612244897959,0.75,0.7959183673469388,0.9285714285714286,0.8736263736263735,0.8502354788069073,0.0670398600862543,2980
0.15661959648132323,0.006877383042102737,0.01290750503540039,0.000997175119997087,3,0.1,1,4,57,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 57}",0.8928571428571428,0.7448979591836735,0.7908163265306122,0.923469387755102,0.8736263736263736,0.8451334379905809,0.06666846364189045,3566
0.17006416320800782,0.01418171288412253,0.015009164810180664,0.000607256361381544,3,0.1,1,4,60,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 60}",0.8928571428571428,0.7346938775510204,0.7959183673469388,0.923469387755102,0.8846153846153846,0.8463108320251177,0.0701213028201321,3451
0.08499503135681152,0.0027787949545679544,0.009976959228515625,0.0014531793593230665,3,0.1,1,5,30,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 30}",0.816326530612245,0.7551020408163266,0.7295918367346939,0.8571428571428571,0.8571428571428572,0.8030612244897959,0.052389786338748724,5562
0.09126901626586914,0.005123356115427147,0.011193180084228515,0.0017388215009866838,3,0.1,1,5,32,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 32}",0.8316326530612245,0.7448979591836735,0.7755102040816326,0.8724489795918368,0.8626373626373627,0.817425431711146,0.049579582967997984,5387
0.10719490051269531,0.011240355375985146,0.013328361511230468,0.008608199014431056,3,0.1,1,5,34,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 34}",0.8163265306122449,0.7500000000000001,0.7857142857142858,0.8571428571428572,0.8626373626373626,0.8143642072213501,0.042726409419958596,5444
0.12205352783203124,0.030099617574819697,0.011095237731933594,0.0020540786906818663,3,0.1,1,5,36,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 36}",0.8061224489795917,0.7142857142857143,0.7959183673469388,0.8418367346938775,0.8626373626373626,0.804160125588697,0.050967246787665794,5555
0.11585049629211426,0.008686372034728928,0.01170039176940918,0.001025058126628447,3,0.1,1,5,38,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 38}",0.8112244897959183,0.7142857142857143,0.7755102040816326,0.8316326530612245,0.8461538461538463,0.7957613814756672,0.04714583941414719,5594
0.1639718532562256,0.04650828495328924,0.023872995376586915,0.015766063320526533,3,0.1,1,5,40,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40}",0.8214285714285714,0.7346938775510204,0.7602040816326531,0.8418367346938775,0.8516483516483516,0.8019623233908948,0.04627396558298512,5564
0.18791551589965821,0.0662750391568925,0.02877321243286133,0.024913103248997735,3,0.1,1,5,42,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 42}",0.8061224489795918,0.75,0.7551020408163266,0.8571428571428572,0.8461538461538463,0.8029042386185244,0.04451206970663521,5563
0.23038301467895508,0.08434642634555904,0.028567075729370117,0.008404465717350278,3,0.1,1,5,45,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 45}",0.8418367346938775,0.7448979591836735,0.7908163265306123,0.8928571428571429,0.8626373626373627,0.8266091051805338,0.052681216606253724,5103
0.2817418098449707,0.08031013377685658,0.017861652374267577,0.003454860005586903,3,0.1,1,5,47,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 47}",0.8520408163265305,0.7295918367346939,0.7704081632653061,0.8979591836734694,0.868131868131868,0.8236263736263736,0.06322682703900968,5200
0.20775175094604492,0.015789782853485024,0.016632223129272462,0.002305241964942056,3,0.1,1,5,49,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 49}",0.8826530612244898,0.7142857142857143,0.7551020408163265,0.8979591836734694,0.8736263736263736,0.8247252747252748,0.07503924646781791,5169
0.1817866325378418,0.012439639549006789,0.014409971237182618,0.0022549718216147473,3,0.1,1,5,51,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 51}",0.8775510204081634,0.7193877551020409,0.7704081632653061,0.9081632653061225,0.8681318681318682,0.8287284144427002,0.07155809671872479,4967
0.15399656295776368,0.00825430614660622,0.012818574905395508,0.0015371425318040665,3,0.1,1,5,53,"{'max_depth': 3, 'max_features': 0.1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 53}",0.9030612244897959,0.7295918367346939,0.7704081632653061,0.913265306122449,0.8901098901098902,0.8412872841444271,0.07600029599360543,3964
